x,target,prime_truncation,spectral_partial,prime_abs_error,spectral_abs_error
8.652173913043478,0.02279375002248482,0.02279375002468837,0.01768289972638084,2.2035506663242557e-12,0.005110850296103979
9.0,0.022781654647728716,0.022781654648910413,0.017670836433048866,1.1816981664194183e-12,0.00511081821467985
9.347826086956522,0.022769590178270942,0.02276959017891284,0.017658804044179254,6.41896230522187e-13,0.0051107861340916865
9.695652173913043,0.022757556473390644,0.02275755647374356,0.017646802419051193,3.5291578838440387e-13,0.00511075405433945
10.043478260869565,0.02274555339326798,0.022745553393464242,0.01763483141784488,1.9626066173342843e-13,0.005110721975423101
10.391304347826086,0.022733580798976777,0.022733580799087102,0.01762289090163418,1.1032542529885391e-13,0.0051106898973425985
10.73913043478261,0.022721638552477247,0.022721638552539905,0.017610980732379343,6.265914965984267e-14,0.005110657820097905
11.08695652173913,0.02270972651660879,0.02270972651664472,0.01759910077291981,3.593155249618641e-14,0.005110625743688977
11.434782608695652,0.02269784455508286,0.022697844555103656,0.017587250886967082,2.0796281023542633e-14,0.005110593668115779
11.782608695652174,0.0226859925324759,0.022685992532488045,0.017575430939097633,1.2146637112950165e-14,0.005110561593378268
12.130434782608695,0.022674170314222346,0.022674170314229497,0.01756364079474594,7.150583071474554e-15,0.005110529519476405
12.478260869565217,0.02266237776660771,0.022662377766611955,0.01755188032019756,4.245051497702714e-15,0.005110497446410151
12.826086956521738,0.022650614756761705,0.022650614756764244,0.017540149382582238,2.5393423921210887e-15,0.005110465374179466
13.17391304347826,0.022638881152651474,0.022638881152653004,0.017528447849867165,1.5278944204505728e-15,0.005110433302784309
13.521739130434781,0.02262717682307485,0.02262717682307578,0.017516775590850207,9.295302859168343e-16,0.005110401232224642
13.869565217391305,0.022615501637653697,0.022615501637654262,0.017505132475153274,5.665346073281419e-16,0.005110369162500424
14.217391304347826,0.022603855466827322,0.02260385546682767,0.017493518373215704,3.4757170228355475e-16,0.005110337093611615
14.565217391304348,0.022592238181845935,0.02259223818184615,0.017481933156287755,2.158695562817897e-16,0.005110305025558177
14.91304347826087,0.02258064965476418,0.022580649654764317,0.017470376696424116,1.3384810200747003e-16,0.005110272958340069
15.26086956521739,0.02256908975843475,0.02256908975843483,0.017458848866477496,8.224044162189246e-17,0.00511024089195725
15.608695652173912,0.022557558366501994,0.022557558366502046,0.017447349540092312,4.947831854645106e-17,0.005110208826409682
15.956521739130434,0.02254605535339569,0.022546055353395725,0.017435878591698366,3.4765790111774745e-17,0.005110176761697325
16.304347826086957,0.022534580594324782,0.022534580594324803,0.017424435896504643,2.2542895558488448e-17,0.005110144697820139
16.652173913043477,0.02252313396527123,0.022523133965271242,0.017413021330493144,1.3305002077369053e-17,0.005110112634778083
17.0,0.0225117153429839,0.02251171534298391,0.01740163477041278,1.0238897505011537e-17,0.00511008057257112
17.34782608695652,0.02250032460497253,0.022500324604972536,0.017390276093773322,5.134448305312093e-18,0.005110048511199209
17.695652173913043,0.022488961629501723,0.02248896162950173,0.017378945178839415,4.291210638341307e-18,0.005110016450662308
18.043478260869566,0.02247762629558503,0.022477626295585033,0.01736764190462465,1.6983897920445654e-18,0.00510998439096038
18.391304347826086,0.02246631848297906,0.022466318482979062,0.017356366150885674,3.5093335978451757e-19,0.005109952332093385
18.73913043478261,0.02245503807217767,0.022455038072177674,0.01734511779811639,1.7098040365336618e-18,0.005109920274061283
19.08695652173913,0.022443784944406204,0.022443784944406204,0.01733389672754217,1.1819635723763035e-18,0.005109888216864033
19.434782608695652,0.022432558981615766,0.022432558981615766,0.01732270282111417,1.3318249151401107e-18,0.005109856160501596
19.782608695652172,0.022421360066477575,0.022421360066477575,0.017311535961503643,4.1840494753109997e-19,0.005109824104973933
20.130434782608695,0.022410188082377366,0.022410188082377366,0.017300396032096363,1.910968024195592e-18,0.005109792050281004
20.47826086956522,0.022399042913409828,0.022399042913409828,0.01728928291698706,1.3539124722328602e-18,0.005109759996422768
20.82608695652174,0.02238792444437311,0.02238792444437311,0.017278196500973925,1.7813818142071672e-19,0.0051097279433991874
21.17391304347826,0.022376832560763383,0.022376832560763383,0.017267136669553162,9.489860438354604e-19,0.005109695891210221
21.52173913043478,0.022365767148769422,0.022365767148769422,0.017256103308913594,3.108594130085697e-20,0.005109663839855829
21.869565217391305,0.022354728095267288,0.02235472809526729,0.017245096305931316,7.281834410994294e-19,0.005109631789335973
22.217391304347824,0.02234371528781501,0.02234371528781501,0.017234115548164397,2.4597654565088403e-19,0.005109599739650613
22.565217391304348,0.022332728614647353,0.022332728614647353,0.017223160923847645,9.325909954228993e-19,0.005109567690799707
22.913043478260867,0.022321767964670607,0.022321767964670607,0.01721223232188739,1.0375619743506628e-18,0.005109535642783217
23.26086956521739,0.022310833227457458,0.022310833227457458,0.017201329631856353,2.0216134335890431e-19,0.0051095035956011045
23.608695652173914,0.022299924293241864,0.02229992429324186,0.017190452743988532,6.363761150913285e-19,0.0051094715492533286
23.956521739130434,0.022289041052914012,0.022289041052914012,0.017179601549174164,2.8022062369186515e-19,0.005109439503739849
24.304347826086957,0.02227818339801532,0.02227818339801532,0.017168775938954692,4.677984912832331e-19,0.005109407459060626
24.652173913043477,0.022267351220733454,0.022267351220733454,0.017157975805517832,5.234733106297722e-19,0.005109375415215622
25.0,0.022256544413897426,0.022256544413897426,0.017147201041692633,2.269073722837472e-19,0.0051093433722047945
