delta,N,majorant
0.25,3008.9736892136634,6.485971746538823
0.25,3095.414326713736,6.455397383532619
0.25,3184.338197562845,6.424931578023603
0.25,3275.8166391324344,6.394574320187485
0.25,3369.923038146499,6.364325594934337
0.25,3466.732889554568,6.334185381983408
0.25,3566.323857096025,6.304153655937108
0.25,3668.7758356042386,6.274230386354238
0.25,3774.1710151006,6.244415537822413
0.25,3882.593946729772,6.214709070029739
0.25,3994.13161058916,6.1851109378357005
0.25,4108.873485506898,6.155621091341324
0.25,4226.911620824456,6.126239475958558
0.25,4348.340710241328,6.09696603247893
0.25,4473.258167781147,6.0678006971414735
0.25,4601.764205940115,6.038743401699903
0.25,4733.961916080422,6.0097940734890924
0.25,4869.957351133233,5.980952635490824
0.25,5009.85961067746,5.952219006398835
0.25,5153.780928462731,5.923593100683161
0.25,5301.8367624465955,5.895074828653788
0.25,5454.145887418369,5.866664096523609
0.25,5610.830490283756,5.838360806470711
0.25,5772.016268086863,5.810164856699976
0.25,5937.832528848055,5.782076141504022
0.25,6108.412295298736,5.754094551323468
0.25,6283.8924115960945,5.726219972806569
0.25,6464.413653103595,5.698452288868171
0.25,6650.120839325118,5.6707913787480475
0.25,6841.162950083489,5.643237118068582
0.25,7037.693245036535,5.615789378891826
0.25,7239.86938662649,5.58844802977594
0.25,7447.85356656155,5.561212935830997
0.25,7661.812635930818,5.534083958774187
0.25,7881.918239057269,5.507060956984412
0.25,8108.346951195861,5.480143785556278
0.25,8341.280420187519,5.453332296353487
0.25,8580.90551218236,5.426626338061647
0.25,8827.414461549342,5.40002575624049
0.25,9081.00502509232,5.373530393375523
0.25,9341.880640696492,5.347140088929087
0.25,9610.250590532261,5.320854679390864
0.25,9886.330168947634,5.294673998327824
0.25,10170.340855183764,5.268597876433598
0.25,10462.510491052162,5.242626141577314
0.25,10763.073463716148,5.216758618851881
0.25,11072.2708937232,5.190995130621749
0.25,11390.350828439108,5.165335496570086
0.25,11717.568441038802,5.139779533745495
0.25,12054.18623521395,5.114327056608142
0.25,12400.474255761168,5.088977877075403
0.25,12756.710305220075,5.063731804566973
0.25,13123.180166734608,5.038588646049486
0.25,13500.177833316844,5.013548206080608
0.25,13888.00574369687,4.988610286852653
0.25,14286.975024948242,4.96377468823567
0.25,14697.405742083201,4.939041207820089
0.25,15119.627154818436,4.914409640958824
0.25,15553.977981716993,4.889879780808947
0.25,16000.80667191834,4.865451418372847
0.25,16460.471684674747,4.841124342538937
0.25,16933.341776917747,4.8168983401218926
0.25,17419.79629908605,4.792773195902423
0.25,17920.22549945166,4.768748692666583
0.25,18435.03083718877,4.744824611244638
0.25,18964.625304436035,4.7210007305494734
0.25,19509.43375761128,4.697276827614568
0.25,20069.893258243872,4.673652677631513
0.25,20646.453423598603,4.6501280539871095
0.25,21239.57678737181,4.62670272830002
0.25,21849.739170749785,4.603376470457017
0.25,22477.430064126645,4.580149048648772
0.25,23123.15301978801,4.5570202294052615
0.25,23787.42605587581,4.533989777630725
0.25,24470.78207195755,4.511057456638248
0.25,25173.76927653434,4.488223028183908
0.25,25896.951626829985,4.465486252500528
0.25,26640.909281214394,4.44284688833103
0.25,27406.239064623587,4.42030469296141
0.25,28193.554947350574,4.397859422253292
0.25,29003.488537590474,4.375510830676119
0.25,29836.689588135596,4.353258671338944
0.25,30693.8265176261,4.331102696021862
0.25,31575.58694677551,4.3090426552070475
0.25,32482.678250000437,4.287078298109424
0.25,33415.82812289735,4.265209372706976
0.25,34375.785166021524,4.2434356257706805
0.25,35363.31948543695,4.221756802894089
0.25,36379.223310517875,4.200172648522552
0.25,37424.31162949901,4.178682905982086
0.25,38499.42284328319,4.157287317507883
0.25,39605.419438031764,4.135985624272492
0.25,40743.1886770762,4.114777566413639
0.25,41913.64331270736,4.09366288306172
0.25,43117.72231841237,4.07264131236695
0.25,44356.39164214741,4.051712591526179
0.25,45630.6449812493,4.030876456809384
0.25,46941.50457960943,4.010132643585833
0.25,48290.02204774806,3.9894808863499174
0.25,49677.27920644744,3.9689209187466843
0.25,51104.388954621,3.948452473597018
0.25,52572.49616211329,3.9280752829225567
0.25,54082.77858814904,3.9077890779702495
0.25,55636.447826166346,3.887593589236645
0.25,57234.75027579338,3.8674885464918414
0.25,58878.96814274659,3.8474736788031763
0.25,60570.42046745459,3.8275487145585787
0.25,62310.46418323141,3.807713381489654
0.25,64100.49520484919,3.7879674066944578
0.25,65941.94954838176,3.768310516660005
0.25,67836.30448321986,3.74874243728446
0.25,69785.07971718036,3.729262893899081
0.25,71789.83861566149,3.709871611289845
0.25,73852.18945582022,3.6905683137188374
0.25,75973.78671678057,3.671352724945328
0.25,78156.33240690573,3.6522245682466052
0.25,80401.57742919962,3.633183566438522
0.25,82711.32298593393,3.614229441895787
0.25,85087.42202362514,3.595361916571986
0.25,87531.78071952396,3.5765807120193505
0.25,90046.36001080691,3.5578855494082577
0.25,92633.17716769922,3.5392761495464815
0.25,95294.30741178783,3.5207522328981926
0.25,98031.8855808265,3.5023135196027075
0.25,100848.10784136578,3.483959729492982
0.25,103745.23345058378,3.465690582113873
0.25,106725.58656872825,3.4475057967401472
0.25,109791.55812362784,3.4294050923942585
0.25,112945.60772876519,3.411388187863878
0.25,116190.26565645168,3.3934548017192023
0.25,119528.13486768813,3.375604652330011
0.25,122961.8931003359,3.357837457882517
0.25,126494.29501727884,3.3401529363959717
0.25,130128.17441629508,3.322550805739048
0.25,133866.44650341495,3.3050307836460036
0.25,137712.11023158432,3.287592587732628
0.25,141668.25070651472,3.270235935511965
0.25,145738.04166164636,3.2529605444098117
0.25,149924.74800421242,3.2357661317800237
0.25,154231.72843444312,3.2186524149195908
0.25,158662.43814001582,3.201619111083515
0.25,163220.43156790896,3.1846659374994695
0.25,167909.36527588483,3.1677926113822705
0.25,172733.00086589012,3.1509988499481225
0.25,177695.20800172276,3.1342843704286905
0.25,182799.96751339248,3.1176488900849493
0.25,188051.37459066042,3.101092126220853
0.25,193453.64206832327,3.084613796196795
0.25,199011.10380587252,3.0682136174429
0.25,204728.21816424662,3.051891307472093
0.25,210609.57158245993,3.0356465838930156
0.25,216659.88225698206,3.0194791644227186
0.25,222884.00392681267,3.003388766899211
0.25,229286.9297672968,2.987375109293787
0.25,235873.79639579772,2.971437909723209
0.25,242649.88799244576,2.955576886461678
0.25,249620.64053926192,2.9397917579526607
0.25,256791.64618106594,2.9240822428205133
0.25,264168.6577116606,2.9084480598819544
0.25,271757.5931888934,2.892888928157354
0.25,279564.54068230034,2.877404566881855
0.25,287595.7631571333,2.861994695516336
0.25,295857.7034986988,2.846659033758201
0.25,304356.9896810307,2.8313973015520055
0.25,313100.4400840508,2.816209219099926
0.25,322095.068963472,2.801094506872063
0.25,331348.0920778447,2.7860528856165954
0.25,340866.932477252,2.771084076369764
0.25,350659.22645830334,2.756187800465715
0.25,360732.8296901948,2.7413637795461785
0.25,371095.82351676276,2.7266117355700086
0.25,381756.52143957757,2.7119313908225546
0.25,392723.47578728065,2.697322467924906
0.25,404005.48457651987,2.682784689842972
0.25,415611.5985699751,2.668317779896429
0.25,427551.12853715225,2.6539214617675184
0.25,439833.65272375743,2.6395954595097058
0.25,452469.02453565394,2.625339497556193
0.25,465467.3804435517,2.6111533007283043
0.25,478839.1481147889,2.5970365942437206
0.25,492595.054778715,2.5829891037245942
0.25,506746.1358323963,2.569010555205508
0.25,521303.7436935336,2.5551006751413285
0.25,536279.5569077133,2.541259190414902
0.25,551685.5895172823,2.527485828344641
0.25,567534.2006993687,2.513780316691975
0.25,583838.1046807856,2.5001423836686616
0.25,600610.3809377546,2.486571757943998
0.25,617864.4846886554,2.473068168651889
0.25,635614.257688198,2.4596313453978023
0.25,653873.9393316967,2.446261018265587
0.25,672658.1780783267,2.432956917824202
0.25,691982.0432025596,2.4197187751342892
0.25,711861.0368831793,2.4065463217546634
0.25,732311.1066395977,2.3934392897486587
0.25,753348.6581254185,2.3803974116903803
0.25,774990.5682895468,2.367420420670835
0.25,797254.1989153769,2.3545080503039455
0.25,820157.4105489296,2.341660034732463
0.25,843718.5768271191,2.328876108633765
0.25,867956.5992176214,2.3161560072255427
0.25,892890.9221821985,2.303499466271394
0.25,918541.5487756215,2.2909062220862886
0.25,944929.0566927216,2.278376011541954
0.25,972074.6147764181,2.2659085720721346
0.25,1000000.0,2.2535036416777734
0.5,3.0,3.577969277953631
0.5,3.0861828448117774,3.5599018411367336
0.5,3.174841517203505,3.5416350544407376
0.5,3.266047141796551,3.5231780966314172
0.5,3.359872886453018,3.504539927756014
0.5,3.4563940209731774,3.485729293479381
0.5,3.5556879774791397,3.466754729341444
0.5,3.657834412533203,3.447624564937307
0.5,3.762915271040712,3.4283469280213503
0.5,3.8710148519887015,3.4089297485366385
0.5,3.982219876073044,3.3893807625709003
0.5,4.0966195552683695,3.3697075162403856
0.5,4.214305664396565,3.349917369502815
0.5,4.335372614751259,3.3300174999006646
0.5,4.459917529837372,3.310014906235983
0.5,4.588040323286472,3.2899164121779365
0.5,4.719843779010464,3.2697286698042314
0.5,4.855433633657895,3.2494581630775765
0.5,4.994918661439035,3.2291112112583016
0.5,5.138410761387786,3.2086939722542436
0.5,5.286025047130402,3.188212445908993
0.5,5.437879939233073,3.1676724772295595
0.5,5.594097260202407,3.147079759554533
0.5,5.754802332215077,3.1264398376637477
0.5,5.920124077654993,3.1057581108304912
0.5,6.0901951225386615,3.0850398358172453
0.5,6.265151902911725,3.0642901298159497
0.5,6.4451347743020095,3.0435139733337544
0.5,6.630288124316896,3.0227162130252134
0.5,6.820760488475353,3.0019015644718516
0.5,7.016704669367545,2.9810746149100327
0.5,7.218277859237605,2.9602398259080225
0.5,7.425641766087926,2.939401535993146
0.5,7.638962743406129,2.9185639632299116
0.5,7.85841192361877,2.8977312077499446
0.5,8.084165355378856,2.87690725423461
0.5,8.31640414479731,2.8560959743511223
0.5,8.555314600731673,2.8353011291429717
0.5,8.801088384248603,2.8145263713754765
0.5,9.05392266238008,2.793775247837237
0.5,9.314020266296659,2.7730512015982853
0.5,9.581589854024656,2.7523575742256714
0.5,9.856846077837826,2.731697607957256
0.5,10.140009756457783,2.711074447834438
0.5,10.431308052201352,2.6904911437945387
0.5,10.730974653216924,2.6699506527235712
0.5,11.039249960956028,2.649455840470068
0.5,11.35638128303053,2.6290094838206866
0.5,11.682623031610127,2.608614272438249
0.5,12.018236927519377,2.588272810762887
0.5,12.363492210197903,2.5679876198769507
0.5,12.71866585369227,2.5477611393343205
0.5,13.084042788852807,2.527595728954751
0.5,13.459916131913593,2.507493670583881
0.5,13.846587419639008,2.4874571698195034
0.5,14.244366851225493,2.4674883577047124
0.5,14.653573537152557,2.447589292388502
0.5,15.074535755182685,2.4277619607544128
0.5,15.507591213715518,2.408008280017786
0.5,15.953087322707558,2.3883300992921876
0.5,16.41138147237477,2.3687292011255567
0.5,16.88284131990163,2.349207303006616
0.5,17.367845084386612,2.3297660588420857
0.5,17.86678185026084,2.3104070604052076
0.5,18.380051879423142,2.2911318387561126
0.5,18.908066932342056,2.2719418656345236
0.5,19.4512505983823,2.252838554825298
0.5,20.010038635620756,2.2338232634972957
0.5,20.584879320424548,2.214897293516053
0.5,21.17623380707165,2.196061892730736
0.5,21.784576497702574,2.1773182562358335
0.5,22.410395422899835,2.1586675276080483
0.5,23.054192633200618,2.1401108001188343
0.5,23.7164846018566,2.1216491179230244
0.5,24.39780263916417,2.1032834772239686
0.5,25.098693318697336,2.08501482741562
0.5,25.81971891578523,2.0668440722019916
0.5,26.561457858586174,2.04877207069437
0.5,27.324505192119872,2.0307996384867173
0.5,28.10947305563023,2.0129275487096474
0.5,28.916991173661632,1.9951565330633585
0.5,29.747707361242703,1.9774872828299161
0.5,30.602288043582753,1.959920449865262
0.5,31.481418790697884,1.9424566475713125
0.5,32.38580486739565,1.925096451848517
0.5,33.3161717990594,1.9078404020292272
0.5,34.27326595368635,1.8906890017922364
0.5,35.25785514064612,1.873642720058828
0.5,36.27072922664026,1.856701991870673
0.5,37.31270076935677,1.8398672192499108
0.5,38.38460566932803,1.8231387720417433
0.5,39.48730384051502,1.806516988739859
0.5,40.62167990015588,1.790002177295007
0.5,41.78864387843218,1.7735946159070277
0.5,42.98913194852203,1.7572945538006555
0.5,44.224107177626195,1.741102211985376
0.5,45.494560299569116,1.7250177839996508
0.5,46.801510509595055,1.7090414366397892
0.5,48.14600628199678,1.6931733106737517
0.5,49.52912621123284,1.677413521540167
0.5,50.951979877208046,1.66176216003284
0.5,52.41570873541146,1.6462192929710149
0.5,53.92148703262588,1.6307849638556622
0.5,55.470522748943566,1.6154591935120477
0.5,57.06405856684369,1.6002419807188442
0.5,58.70337286810918,1.585133302824033
0.5,60.38978075938256,1.5701331163478407
0.5,62.12463512718363,1.555241357572962
0.5,63.90932772323508,1.5404579431222982
0.5,65.74529028096728,1.5257827705244495
0.5,67.63399566409723,1.5112157187671942
0.5,69.57695904820366,1.4967566488391737
0.5,71.5757391362459,1.4824054042600128
0.5,73.63193940900169,1.4681618115990893
0.5,75.74720941142708,1.4540256809831664
0.5,77.92324607597048,1.439996806593106
0.5,80.16179508390225,1.4260749671498547
0.5,82.46465226575206,1.4122599263899267
0.5,84.83366504197755,1.3985514335305602
0.5,87.27073390501991,1.3849492237247658
0.5,89.77781394393531,1.3714530185064373
0.5,92.35691641282563,1.3580625262257358
0.5,95.01011034432591,1.344777442474916
0.5,97.7395242094442,1.3315974505047832
0.5,100.54734762508403,1.3185222216319676
0.5,103.43583311062022,1.305551415637176
0.5,106.40729789493666,1.2926846811546109
0.5,109.46412577537669,1.279921656052712
0.5,112.60876903009535,1.2672619678064034
0.5,115.84375038535073,1.2547052338609865
0.5,119.17166503930898,1.2422510619878724
0.5,122.59518274399034,1.2298990506322731
0.5,126.11704994702254,1.2176487892530476
0.5,129.74009199492374,1.2054998586548156
0.5,133.4672153996784,1.1934518313125244
0.5,137.30141017042865,1.1815042716885846
0.5,141.24575221214747,1.1696567365427482
0.5,145.3034057932215,1.157908775234843
0.5,149.47762608392154,1.1462599300205245
0.5,153.77176176779594,1.1347097363401726
0.5,158.1892577280852,1.1232577231010643
0.5,162.7336578113084,1.1119034129529637
0.5,167.40860767024344,1.1006463225572478
0.5,172.21785768857677,1.0894859628497071
0.5,177.16526598957398,1.0784218392971328
0.5,182.25480153117945,1.0674534521478263
0.5,187.49054729003385,1.0565802966761402
0.5,192.87670353695782,1.0458018634211768
0.5,198.41759120653552,1.0351176384197551
0.5,204.11765536349526,1.0245271034337662
0.5,209.981468768674,1.0140297361720176
0.5,216.01373554742068,1.0036250105066922
0.5,222.21929496338578,0.9933123966845164
0.5,228.60312530072326,0.9830913615327478
0.5,235.1703478578163,0.9729613686600901
0.5,241.92623105573705,0.9629218786526291
0.5,248.8761946647285,0.9529723492649005
0.5,256.0258141521073,0.9431122356061755
0.5,263.38082515506716,0.9333409903220743
0.5,270.9471280819796,0.923658063771587
0.5,278.7307928458748,0.9140629041996124
0.5,286.7380637339082,0.904554957905088
0.5,294.975364416711,0.8951336694048164
0.5,303.4493031016521,0.8857984815930637
0.5,312.1666778341362,0.8765488358970273
0.5,321.1344819511985,0.8673841724282475
0.5,330.35990969176885,0.8583039301300535
0.5,339.8503619681015,0.849307546921123
0.5,349.6134523030094,0.8403944598352336
0.5,359.6570129376559,0.8315641051572896
0.5,369.9891011148139,0.8228159185556944
0.5,380.61800554262305,0.8141493352111518
0.5,391.5522530440389,0.8055637899419658
0.5,402.80061539730445,0.79705871732591
0.5,414.372116372929,0.7886335518187481
0.5,426.27603897282785,0.7802877278694598
0.5,438.5219328774191,0.77202068003226
0.5,451.1196221066644,0.7638318430754604
0.5,464.0792129011862,0.7557206520872548
0.5,477.41110182979804,0.7476865425784837
0.5,491.1259841299368,0.7397289505824467
0.5,505.2348622877043,0.7318473127518249
0.5,519.7490548643843,0.7240410664527737
0.5,534.680205576533,0.7163096498562447
0.5,550.0402926369098,0.7086525020266052
0.5,565.8416383637606,0.7010690630075953
0.5,582.0969190661428,0.6935587739057024
0.5,598.8191752132395,0.68612107697099
0.5,616.0218218958129,0.6787554156754443
0.5,633.7186595881843,0.671461234788895
0.5,651.92388521939,0.6642379804525541
0.5,670.6521035623741,0.6570851002502345
0.5,689.9183389503772,0.6500020432772913
0.5,709.7380473298967,0.6429882602073411
0.5,730.1271286599125,0.6360432033568048
0.5,751.1019396673007,0.6291663267473242
0.5,772.6793069686918,0.6223570861660973
0.5,794.8765405692761,0.6156149392241812
0.5,817.7114477494113,0.6089393454128037
0.5,841.2023473501446,0.6023297661577341
0.5,865.3680844691385,0.5957856648717496
0.5,890.2280455787619,0.5893065070052461
0.5,915.8021740784968,0.5828917600950323
0.5,942.110986294129,0.576540893811347
0.5,969.1755879365477,0.5702533800031452
0.5,997.0176910333811,0.5640286927416839
0.5,1025.6596313470227,0.5578663083624564
0.5,1055.1243862930517,0.5517657055055035
0.5,1085.4355933733896,0.5457263651541466
0.5,1116.6175691390163,0.5397477706721734
0.5,1148.6953286974197,0.5338294078395168
0.5,1181.694605780468,0.5279707648864572
0.5,1215.6418733887647,0.5221713325263879
0.5,1250.564365029086,0.5164306039871713
0.5,1286.4900965619004,0.510748075041126
0.5,1323.447888676527,0.5051232440336703
0.5,1361.4673900119558,0.49955561191065817
0.5,1400.5791009418535,0.494044682244439
0.5,1440.8143980428845,0.4885899612586671
0.5,1482.2055592659183,0.48319095785189825
0.5,1524.7857898303753,0.4778471836199942
0.5,1568.5892488624258,0.47255815287737185
0.5,1613.651076798471,0.4673233826771187
0.5,1660.0074235758302,0.46214239283000713
0.5,1707.695477633309,0.4570147059224307
0.5,1756.7534957448565,0.4519398473332925
0.5,1807.2208337102995,0.44691734524986804
0.5,1859.1379779277204,0.4419467306826712
0.5,1912.5465778728635,0.43702753747934575
0.5,1967.4894795115688,0.4321593023376092
0.5,2024.0107596720843,0.42734156481727026
0.5,2082.1557614048143,0.42257386735134544
0.5,2141.971130357846,0.4178557552562981
0.5,2203.504852197493,0.4131867767414189
0.5,2266.8062911038037,0.4085664829173756
0.5,2331.926229371991,0.40399442780394706
0.5,2398.9169081514833,0.3994701683369693
0.5,2467.8320693553405,0.3949932643745075
0.5,2538.7269987735986,0.39056327870228197
0.5,2611.658570425191,0.3861797770383591
0.5,2686.6852921839572,0.381842328037136
0.5,2763.867352715417,0.37755050329262946
0.5,2843.2666697618884,0.3733038773410952
0.5,2924.9469398147494,0.36910202766298905
0.5,3008.9736892136634,0.3649445346842934
0.5,3095.414326713736,0.36083098177722334
0.5,3184.338197562845,0.3567609552603305
0.5,3275.8166391324344,0.3527340443980228
0.5,3369.923038146499,0.34874984139951204
0.5,3466.732889554568,0.34480794141721194
0.5,3566.323857096025,0.34090794254459655
0.5,3668.7758356042386,0.3370494458135395
0.5,3774.1710151006,0.333232055191143
0.5,3882.593946729772,0.32945537757607823
0.5,3994.13161058916,0.3257190227944465
0.5,4108.873485506898,0.32202260359517854
0.5,4226.911620824456,0.3183657356449823
0.5,4348.340710241328,0.3147480375228566
0.5,4473.258167781147,0.3111691307141826
0.5,4601.764205940115,0.30762863960440284
0.5,4733.961916080422,0.30412619147230663
0.5,4869.957351133233,0.3006614164829285
0.5,5009.85961067746,0.29723394768007627
0.5,5153.780928462731,0.29384342097849636
0.5,5301.8367624465955,0.2904894751556918
0.5,5454.145887418369,0.28717175184340205
0.5,5610.830490283756,0.2838898955187575
0.5,5772.016268086863,0.28064355349511555
0.5,5937.832528848055,0.27743237591259606
0.5,6108.412295298736,0.274256015728317
0.5,6283.8924115960945,0.2711141287063515
0.5,6464.413653103595,0.26800637340740496
0.5,6650.120839325118,0.2649324111782318
0.5,6841.162950083489,0.26189190614079344
0.5,7037.693245036535,0.25888452518117266
0.5,7239.86938662649,0.25590993793825056
0.5,7447.85356656155,0.252967816792154
0.5,7661.812635930818,0.25005783685248545
0.5,7881.918239057269,0.24717967594634044
0.5,8108.346951195861,0.24433301460612414
0.5,8341.280420187519,0.24151753605717038
0.5,8580.90551218236,0.23873292620517675
0.5,8827.414461549342,0.23597887362345882
0.5,9081.00502509232,0.23325506954003444
0.5,9341.880640696492,0.23056120782454137
0.5,9610.250590532261,0.22789698497500036
0.5,9886.330168947634,0.22526210010442738
0.5,10170.340855183764,0.2226562549273015
0.5,10462.510491052162,0.22007915374589807
0.5,10763.073463716148,0.2175305034364905
0.5,11072.2708937232,0.21501001343542994
0.5,11390.350828439108,0.21251739572510456
0.5,11717.568441038802,0.21005236481979198
0.5,12054.18623521395,0.20761463775140132
0.5,12400.474255761168,0.20520393405511977
0.5,12756.710305220075,0.20281997575496127
0.5,13123.180166734608,0.20046248734923053
0.5,13500.177833316844,0.19813119579589997
0.5,13888.00574369687,0.19582583049791202
0.5,14286.975024948242,0.19354612328840498
0.5,14697.405742083201,0.19129180841587481
0.5,15119.627154818436,0.18906262252927
0.5,15553.977981716993,0.18685830466303094
0.5,16000.80667191834,0.18467859622207333
0.5,16460.471684674747,0.18252324096672345
0.5,16933.341776917747,0.18039198499760786
0.5,17419.79629908605,0.17828457674050294
0.5,17920.22549945166,0.17620076693114647
0.5,18435.03083718877,0.17414030860001808
0.5,18964.625304436035,0.17210295705708994
0.5,19509.43375761128,0.17008846987655357
0.5,20069.893258243872,0.16809660688152406
0.5,20646.453423598603,0.16612713012872804
0.5,21239.57678737181,0.1641798038931769
0.5,21849.739170749785,0.1622543946528301
0.5,22477.430064126645,0.1603506710732498
0.5,23123.15301978801,0.15846840399225354
0.5,23787.42605587581,0.15660736640456327
0.5,24470.78207195755,0.15476733344645976
0.5,25173.76927653434,0.15294808238043953
0.5,25896.951626829985,0.15114939257988072
0.5,26640.909281214394,0.1493710455137199
0.5,27406.239064623587,0.14761282473114284
0.5,28193.554947350574,0.14587451584629066
0.5,29003.488537590474,0.14415590652298496
0.5,29836.689588135596,0.14245678645947418
0.5,30693.8265176261,0.14077694737320473
0.5,31575.58694677551,0.1391161829856166
0.5,32482.678250000437,0.1374742890069679
0.5,33415.82812289735,0.1358510631211905
0.5,34375.785166021524,0.13424630497077739
0.5,35363.31948543695,0.13265981614170555
0.5,36379.223310517875,0.1310914001483951
0.5,37424.31162949901,0.12954086241870774
0.5,38499.42284328319,0.12800801027898487
0.5,39605.419438031764,0.12649265293912898
0.5,40743.1886770762,0.12499460147772881
0.5,41913.64331270736,0.12351366882723071
0.5,43117.72231841237,0.12204966975915695
0.5,44356.39164214741,0.12060242086937382
0.5,45630.6449812493,0.11917174056341004
0.5,46941.50457960943,0.11775744904182761
0.5,48290.02204774806,0.11635936828564572
0.5,49677.27920644744,0.1149773220418206
0.5,51104.388954621,0.11361113580878014
0.5,52572.49616211329,0.11226063682201835
0.5,54082.77858814904,0.11092565403974627
0.5,55636.447826166346,0.10960601812860502
0.5,57234.75027579338,0.10830156144943795
0.5,58878.96814274659,0.10701211804312752
0.5,60570.42046745459,0.10573752361649319
0.5,62310.46418323141,0.10447761552825555
0.5,64100.49520484919,0.10323223277506394
0.5,65941.94954838176,0.10200121597759271
0.5,67836.30448321986,0.10078440736670223
0.5,69785.07971718036,0.09958165076967002
0.5,71789.83861566149,0.09839279159648877
0.5,73852.18945582022,0.09721767682623625
0.5,75973.78671678057,0.09605615499351343
0.5,78156.33240690573,0.09490807617495549
0.5,80401.57742919962,0.09377329197581334
0.5,82711.32298593393,0.09265165551660841
0.5,85087.42202362514,0.09154302141986008
0.5,87531.78071952396,0.09044724579688727
0.5,90046.36001080691,0.08936418623468337
0.5,92633.17716769922,0.08829370178286669
0.5,95294.30741178783,0.08723565294070576
0.5,98031.8855808265,0.08618990164422066
0.5,100848.10784136578,0.08515631125335973
0.5,103745.23345058378,0.0841347465392537
0.5,106725.58656872825,0.08312507367154603
0.5,109791.55812362784,0.08212716020580128
0.5,112945.60772876519,0.08114087507098998
0.5,116190.26565645168,0.08016608855705275
0.5,119528.13486768813,0.07920267230254116
0.5,122961.8931003359,0.07825049928233858
0.5,126494.29501727884,0.07730944379545857
0.5,130128.17441629508,0.07637938145292245
0.5,133866.44650341495,0.07546018916571615
0.5,137712.11023158432,0.0745517451328265
0.5,141668.25070651472,0.0736539288293566
0.5,145738.04166164636,0.07276662099472062
0.5,149924.74800421242,0.07188970362091866
0.5,154231.72843444312,0.07102305994089131
0.5,158662.43814001582,0.0701665744169539
0.5,163220.43156790896,0.06932013272931059
0.5,167909.36527588483,0.06848362176464873
0.5,172733.00086589012,0.06765692960481252
0.5,177695.20800172276,0.0668399455155577
0.5,182799.96751339248,0.06603255993538498
0.5,188051.37459066042,0.06523466446445444
0.5,193453.64206832327,0.06444615185357887
0.5,199011.10380587252,0.063666915993298
0.5,204728.21816424662,0.06289685190303146
0.5,210609.57158245993,0.06213585572031234
0.5,216659.88225698206,0.06138382469009932
0.5,222884.00392681267,0.06064065715416956
0.5,229286.9297672968,0.059906252540589594
0.5,235873.79639579772,0.059180511353266685
0.5,242649.88799244576,0.058463335161577985
0.5,249620.64053926192,0.057754626590080065
0.5,256791.64618106594,0.05705428930829575
0.5,264168.6577116606,0.05636222802058071
0.5,271757.5931888934,0.05567834845606754
0.5,279564.54068230034,0.05500255735868858
0.5,287595.7631571333,0.05433476247727648
0.5,295857.7034986988,0.05367487255574263
0.5,304356.9896810307,0.05302279732333289
0.5,313100.4400840508,0.05237844748496083
0.5,322095.068963472,0.051741734711617846
0.5,331348.0920778447,0.05111257163086031
0.5,340866.932477252,0.050490871817372794
0.5,350659.22645830334,0.04987654978360797
0.5,360732.8296901948,0.04926952097050219
0.5,371095.82351676276,0.048669701738267075
0.5,381756.52143957757,0.048077009357255944
0.5,392723.47578728065,0.04749136199890606
0.5,404005.48457651987,0.046912678726754774
0.5,415611.5985699751,0.04634087948753119
0.5,427551.12853715225,0.04577588510232097
0.5,439833.65272375743,0.04521761725780577
0.5,452469.02453565394,0.04466599849757541
0.5,465467.3804435517,0.044120952213514135
0.5,478839.1481147889,0.043582402637258766
0.5,492595.054778715,0.04305027483173011
0.5,506746.1358323963,0.04252449468273572
0.5,521303.7436935336,0.042004988890645356
0.5,536279.5569077133,0.041491684962136975
0.5,551685.5895172823,0.04098451120201443
0.5,567534.2006993687,0.040483396705095515
0.5,583838.1046807856,0.03998827134817026
0.5,600610.3809377546,0.039499065782029566
0.5,617864.4846886554,0.0390157114235631
0.5,635614.257688198,0.038538140447926465
0.5,653873.9393316967,0.038066285780776934
0.5,672658.1780783267,0.03760008109057825
0.5,691982.0432025596,0.03713946078097261
0.5,711861.0368831793,0.03668435998322111
0.5,732311.1066395977,0.03623471454871059
0.5,753348.6581254185,0.03579046104152825
0.5,774990.5682895468,0.035351536731101835
0.5,797254.1989153769,0.0349178795849066
0.5,820157.4105489296,0.03448942826123732
0.5,843718.5768271191,0.034066122102046
0.5,867956.5992176214,0.03364790112584416
0.5,892890.9221821985,0.03323470602066972
0.5,918541.5487756215,0.032826478137117684
0.5,944929.0566927216,0.03242315948143466
0.5,972074.6147764181,0.03202469270867645
0.5,1000000.0,0.031631021115928554
